	Id	Genere	FranjaEdat	NumVoluntariats
3162	3162	0	7	4
3163	3163	1	7	9
3164	3164	1	7	8
3165	3165	0	8	7
3166	3166	1	8	9
3167	3167	1	8	9
3168	3168	1	6	10
3169	3169	0	6	6
3170	3170	0	8	7
3171	3171	0	6	1
3172	3172	1	7	2
3173	3173	0	6	0
3174	3174	1	6	1
3175	3175	0	6	10
3176	3176	1	6	7
3177	3177	1	8	8
3178	3178	1	6	1
3179	3179	0	7	4
3180	3180	1	6	4
3181	3181	0	6	6
3182	3182	0	8	9
3183	3183	0	8	7
3184	3184	0	6	5
3185	3185	0	6	10
3186	3186	0	6	1
3187	3187	0	7	1
3188	3188	1	7	4
3189	3189	1	8	3
3190	3190	1	8	10
3191	3191	1	8	0
3192	3192	0	6	7
3193	3193	0	8	10
3194	3194	0	6	7
3195	3195	0	8	4
3196	3196	1	8	2
3197	3197	1	6	7
3198	3198	0	6	9
3199	3199	1	6	3
3200	3200	1	8	2
3201	3201	1	6	1
3202	3202	1	8	9
3203	3203	0	7	4
3204	3204	0	6	8
3205	3205	1	6	0
3206	3206	0	6	5
3207	3207	0	7	1
3208	3208	0	7	8
3209	3209	1	7	3
3210	3210	0	8	6
3211	3211	1	7	7
3212	3212	0	7	7
3213	3213	1	7	1
3214	3214	1	7	8
3215	3215	1	6	9
3216	3216	1	6	1
3217	3217	1	7	1
3218	3218	0	8	6
3219	3219	0	7	4
3220	3220	0	8	1
3221	3221	1	7	10
3222	3222	0	8	5
3223	3223	0	7	0
3224	3224	1	7	1
3225	3225	1	8	1
3226	3226	0	8	1
3227	3227	1	8	1
3228	3228	0	6	9
3229	3229	1	6	9
3230	3230	0	6	4
3231	3231	1	7	9
3232	3232	1	7	10
3233	3233	1	6	5
3234	3234	0	6	1
3235	3235	1	7	5
3236	3236	0	8	2
3237	3237	1	6	8
3238	3238	1	6	7
3239	3239	0	7	1
3240	3240	0	6	5
3241	3241	1	7	6
3242	3242	0	6	0
3243	3243	1	7	9
3244	3244	1	7	9
3245	3245	1	6	0
3246	3246	1	7	1
3247	3247	1	8	3
3248	3248	1	8	1
3249	3249	0	7	0
3250	3250	1	7	4
3251	3251	1	6	4
3252	3252	1	8	1
3253	3253	0	8	0
3254	3254	1	8	7
3255	3255	1	8	6
3256	3256	0	6	9
3257	3257	0	7	4
3258	3258	0	6	0
3259	3259	0	7	4
3260	3260	0	7	10
3261	3261	1	8	2
3262	3262	1	6	3
3263	3263	0	6	3
3264	3264	1	8	2
3265	3265	1	7	6
3266	3266	1	6	2
3267	3267	1	7	8
3268	3268	1	6	5
3269	3269	1	7	5
3270	3270	1	7	6
3271	3271	1	8	1
3272	3272	0	6	0
3273	3273	1	6	2
3274	3274	0	8	3
3275	3275	1	8	0
3276	3276	0	8	3
3277	3277	1	8	9
3278	3278	0	6	2
3279	3279	1	6	2
3280	3280	1	6	0
3281	3281	0	6	2
3282	3282	1	8	6
3283	3283	1	7	4
3284	3284	1	7	8
3285	3285	0	6	8
3286	3286	0	6	8
3287	3287	0	8	9
3288	3288	1	7	3
3289	3289	0	6	6
3290	3290	0	7	5
3291	3291	0	8	7
3292	3292	1	6	5
3293	3293	1	6	7
3294	3294	0	7	0
3295	3295	1	6	6
3296	3296	1	7	9
3297	3297	0	7	4
3298	3298	0	8	1
3299	3299	1	6	0
3300	3300	0	8	6
3301	3301	1	8	8
3302	3302	1	6	7
3303	3303	1	6	6
3304	3304	1	7	6
3305	3305	1	7	4
3306	3306	1	7	5
3307	3307	0	7	8
3308	3308	1	7	5
3309	3309	1	7	5
3310	3310	0	6	4
3311	3311	0	7	0
3312	3312	0	6	8
3313	3313	1	8	7
3314	3314	1	7	1
3315	3315	0	7	5
3316	3316	0	6	3
3317	3317	1	6	8
3318	3318	1	8	0
3319	3319	1	8	9
3320	3320	0	6	4
3321	3321	0	7	9
3322	3322	0	7	8
3323	3323	0	8	9
3324	3324	0	7	9
3325	3325	1	7	0
3326	3326	0	7	9
3327	3327	0	7	7
3328	3328	1	8	0
3329	3329	1	8	6
3330	3330	1	8	7
3331	3331	0	6	2
3332	3332	1	8	7
3333	3333	1	8	7
3334	3334	0	6	10
3335	3335	1	6	5
3336	3336	0	7	8
3337	3337	0	6	6
3338	3338	1	7	7
3339	3339	0	6	6
3340	3340	0	8	4
3341	3341	0	7	9
3342	3342	1	8	4
3343	3343	1	8	5
3344	3344	1	6	3
3345	3345	0	6	4
3346	3346	1	6	4
3347	3347	0	7	5
3348	3348	1	7	2
3349	3349	0	7	7
3350	3350	1	8	1
3351	3351	1	8	0
3352	3352	1	8	2
3353	3353	0	8	0
3354	3354	0	7	9
3355	3355	0	7	10
3356	3356	0	6	3
3357	3357	0	8	7
3358	3358	1	8	9
3359	3359	1	8	7
3360	3360	0	6	8
3361	3361	1	6	2
3362	3362	1	8	8
3363	3363	0	6	2
3364	3364	0	7	8
3365	3365	1	8	3
3366	3366	1	6	6
3367	3367	1	6	9
3368	3368	0	8	6
3369	3369	0	8	6
3370	3370	0	7	10
3371	3371	0	8	0
3372	3372	1	7	1
3373	3373	1	6	5
3374	3374	0	7	2
3375	3375	0	6	2
3376	3376	1	6	8
3377	3377	0	8	3
3378	3378	1	8	0
3379	3379	1	7	10
3380	3380	1	8	8
3381	3381	0	7	1
3382	3382	0	6	10
3383	3383	0	8	8
3384	3384	1	6	9
3385	3385	1	7	10
3386	3386	0	7	2
3387	3387	0	7	10
3388	3388	0	7	10
3389	3389	0	6	3
3390	3390	1	7	4
3391	3391	1	7	2
3392	3392	0	7	7
3393	3393	0	8	0
3394	3394	0	8	9
3395	3395	0	6	4
3396	3396	0	8	10
3397	3397	0	7	0
3398	3398	0	8	0
3399	3399	0	7	3
3400	3400	1	6	10
3401	3401	1	8	2
3402	3402	1	6	0
3403	3403	0	8	8
3404	3404	1	8	10
3405	3405	1	6	2
3406	3406	1	7	3
3407	3407	1	6	4
3408	3408	0	7	4
3409	3409	0	7	3
3410	3410	1	7	2
3411	3411	1	6	10
3412	3412	1	8	4
3413	3413	0	8	8
3414	3414	1	7	1
3415	3415	0	7	7
3416	3416	1	7	10
3417	3417	1	6	0
3418	3418	1	6	4
3419	3419	0	8	6
3420	3420	1	7	9
3421	3421	0	7	6
3422	3422	1	6	9
3423	3423	1	7	2
3424	3424	1	6	10
3425	3425	1	6	2
3426	3426	1	8	10
3427	3427	1	6	10
3428	3428	0	8	6
3429	3429	0	6	6
3430	3430	0	6	3
3431	3431	1	6	1
3432	3432	0	7	10
3433	3433	1	7	0
3434	3434	0	6	3
3435	3435	1	6	5
3436	3436	1	6	2
3437	3437	1	7	1
3438	3438	1	7	4
3439	3439	0	6	5
3440	3440	0	7	8
3441	3441	1	7	10
3442	3442	1	6	3
3443	3443	0	7	7
3444	3444	1	6	6
3445	3445	1	6	8
3446	3446	0	8	9
3447	3447	1	8	10
3448	3448	1	8	5
3449	3449	1	7	4
3450	3450	0	8	6
3451	3451	0	7	6
3452	3452	0	8	2
3453	3453	1	8	0
3454	3454	1	6	1
3455	3455	0	8	7
3456	3456	1	6	2
3457	3457	1	7	5
3458	3458	1	8	1
3459	3459	1	6	2
3460	3460	1	7	1
3461	3461	1	6	0
3462	3462	1	8	10
3463	3463	1	8	0
3464	3464	1	8	9
3465	3465	0	8	3
3466	3466	1	8	10
3467	3467	0	7	10
3468	3468	0	8	4
3469	3469	0	7	10
3470	3470	1	6	0
3471	3471	1	8	8
3472	3472	1	6	5
3473	3473	0	7	10
3474	3474	0	8	6
3475	3475	0	6	7
3476	3476	1	7	2
3477	3477	1	7	1
3478	3478	0	7	2
3479	3479	1	7	8
3480	3480	1	7	6
3481	3481	0	7	6
3482	3482	0	6	0
3483	3483	1	7	6
3484	3484	0	7	3
3485	3485	0	8	10
3486	3486	0	6	0
3487	3487	0	6	10
3488	3488	0	8	9
3489	3489	0	8	4
3490	3490	0	7	1
3491	3491	0	6	10
3492	3492	1	6	9
3493	3493	0	8	0
3494	3494	1	8	9
3495	3495	0	8	9
3496	3496	0	6	2
3497	3497	0	7	2
3498	3498	1	8	2
3499	3499	0	7	8
3500	3500	1	8	1
3501	3501	1	6	4
3502	3502	0	7	9
3503	3503	1	7	2
3504	3504	0	8	6
3505	3505	1	7	9
3506	3506	0	6	1
3507	3507	0	8	8
3508	3508	0	6	9
3509	3509	0	7	7
3510	3510	0	6	3
3511	3511	1	6	7
3512	3512	1	6	7
3513	3513	1	8	2
3514	3514	0	6	1
3515	3515	0	7	8
3516	3516	1	6	3
3517	3517	0	7	5
3518	3518	0	7	4
3519	3519	1	6	2
3520	3520	0	7	9
3521	3521	0	6	3
3522	3522	0	7	8
3523	3523	0	6	7
3524	3524	1	6	8
3525	3525	1	7	1
3526	3526	1	7	3
3527	3527	0	7	3
3528	3528	0	7	7
3529	3529	0	7	6
3530	3530	0	8	8
3531	3531	0	8	4
3532	3532	0	8	2
3533	3533	0	7	2
3534	3534	1	7	1
3535	3535	0	7	10
3536	3536	1	8	7
3537	3537	1	8	8
3538	3538	0	8	3
3539	3539	1	7	7
3540	3540	0	8	9
3541	3541	0	7	4
3542	3542	0	8	7
3543	3543	1	6	5
3544	3544	0	7	5
3545	3545	0	8	5
3546	3546	1	6	3
3547	3547	0	7	2
3548	3548	0	8	3
3549	3549	1	6	3
3550	3550	0	8	10
3551	3551	1	6	1
3552	3552	1	8	7
3553	3553	1	7	9
3554	3554	1	7	1
3555	3555	1	7	6
3556	3556	0	6	1
3557	3557	0	8	5
3558	3558	0	6	1
3559	3559	0	8	8
3560	3560	0	8	8
3561	3561	0	7	1
3562	3562	1	6	6
3563	3563	0	8	9
3564	3564	1	6	7
3565	3565	1	6	6
3566	3566	0	7	3
3567	3567	1	7	3
3568	3568	1	8	5
3569	3569	1	7	6
3570	3570	1	7	6
3571	3571	0	7	4
3572	3572	0	8	10
3573	3573	0	7	1
3574	3574	0	7	1
3575	3575	1	7	9
3576	3576	0	8	3
3577	3577	0	6	1
3578	3578	0	6	9
3579	3579	1	6	0
3580	3580	0	7	6
3581	3581	0	6	0
3582	3582	0	6	2
3583	3583	1	6	9
3584	3584	1	7	3
3585	3585	0	6	4
3586	3586	1	6	0
3587	3587	0	8	6
3588	3588	0	6	3
3589	3589	0	6	5
3590	3590	1	7	8
3591	3591	0	6	9
3592	3592	1	8	3
3593	3593	1	8	0
3594	3594	0	6	2
3595	3595	1	8	8
3596	3596	0	8	10
3597	3597	1	7	1
3598	3598	0	8	3
3599	3599	1	6	0
3600	3600	0	8	6
3601	3601	0	7	9
3602	3602	0	8	7
3603	3603	1	7	3
3604	3604	0	7	6
3605	3605	0	8	8
3606	3606	1	6	4
3607	3607	1	6	10
3608	3608	1	7	4
3609	3609	0	7	8
3610	3610	0	6	3
3611	3611	0	7	7
3612	3612	0	6	7
3613	3613	0	6	8
3614	3614	1	6	5
3615	3615	0	6	10
3616	3616	1	7	3
3617	3617	0	8	1
3618	3618	1	6	7
3619	3619	0	7	1
3620	3620	1	6	3
3621	3621	1	8	8
3622	3622	1	6	0
3623	3623	0	6	7
3624	3624	1	6	6
3625	3625	0	8	1
3626	3626	0	6	5
3627	3627	1	8	4
3628	3628	1	7	2
3629	3629	0	8	3
3630	3630	1	7	4
3631	3631	0	7	2
3632	3632	0	6	1
3633	3633	1	8	2
3634	3634	1	6	0
3635	3635	0	6	5
3636	3636	1	7	5
3637	3637	1	8	2
3638	3638	0	8	10
3639	3639	1	7	9
3640	3640	1	8	1
3641	3641	1	7	1
3642	3642	0	7	9
3643	3643	1	6	4
3644	3644	0	8	5
3645	3645	0	6	8
3646	3646	1	6	5
3647	3647	1	8	2
3648	3648	0	7	2
3649	3649	0	7	8
3650	3650	1	7	4
3651	3651	1	8	9
3652	3652	1	6	5
3653	3653	0	8	8
3654	3654	0	7	4
3655	3655	0	8	2
3656	3656	1	6	5
3657	3657	0	6	0
3658	3658	1	6	9
3659	3659	0	6	6
3660	3660	0	7	6
3661	3661	0	7	10
3662	3662	0	8	9
3663	3663	1	8	3
3664	3664	0	6	7
3665	3665	1	7	7
3666	3666	1	6	5
3667	3667	0	7	7
3668	3668	1	8	8
3669	3669	0	8	4
3670	3670	1	8	8
3671	3671	0	7	2
3672	3672	0	8	10
3673	3673	0	7	4
3674	3674	0	8	3
3675	3675	0	7	10
3676	3676	0	7	5
3677	3677	1	7	1
3678	3678	1	7	10
3679	3679	0	8	2
3680	3680	1	7	5
3681	3681	1	7	10
3682	3682	0	6	4
3683	3683	0	7	2
3684	3684	1	7	4
3685	3685	0	6	8
3686	3686	1	7	10
3687	3687	1	8	8
3688	3688	0	7	7
3689	3689	0	8	10
3690	3690	1	7	6
3691	3691	1	7	2
3692	3692	0	6	6
3693	3693	0	8	5
3694	3694	0	8	8
3695	3695	1	8	7
3696	3696	0	8	5
3697	3697	0	6	10
3698	3698	1	8	0
3699	3699	0	8	10
3700	3700	0	7	9
3701	3701	1	7	2
3702	3702	0	7	9
3703	3703	1	7	7
3704	3704	0	6	9
3705	3705	0	6	7
3706	3706	0	7	1
3707	3707	0	6	10
3708	3708	1	6	4
3709	3709	0	7	6
3710	3710	1	7	8
3711	3711	0	6	9
3712	3712	1	8	4
3713	3713	1	7	9
3714	3714	1	7	4
3715	3715	0	6	6
3716	3716	0	7	9
3717	3717	0	8	0
3718	3718	1	7	10
3719	3719	1	7	4
3720	3720	0	6	4
3721	3721	0	8	0
3722	3722	1	6	1
3723	3723	0	7	8
3724	3724	0	6	4
3725	3725	0	6	2
3726	3726	0	6	8
3727	3727	1	8	6
3728	3728	1	7	5
3729	3729	1	7	5
3730	3730	0	7	9
3731	3731	0	8	9
3732	3732	1	7	3
3733	3733	1	8	1
3734	3734	0	6	6
3735	3735	0	6	4
3736	3736	1	6	2
3737	3737	1	6	9
3738	3738	1	8	9
3739	3739	1	7	3
3740	3740	0	8	2
3741	3741	0	7	1
3742	3742	1	7	1
3743	3743	1	8	1
3744	3744	1	6	9
3745	3745	0	8	1
3746	3746	0	8	1
3747	3747	1	6	8
3748	3748	0	6	5
3749	3749	0	8	1
3750	3750	0	8	0
3751	3751	0	6	4
3752	3752	1	6	7
3753	3753	0	7	2
3754	3754	0	6	2
3755	3755	0	6	5
3756	3756	0	8	5
3757	3757	0	7	6
3758	3758	1	6	9
3759	3759	1	7	1
3760	3760	1	6	8
3761	3761	1	7	1
3762	3762	0	8	2
3763	3763	1	8	1
3764	3764	1	6	9
3765	3765	0	8	1
3766	3766	0	7	5
3767	3767	1	7	7
3768	3768	1	7	2
3769	3769	0	7	3
3770	3770	1	8	7
3771	3771	0	8	5
3772	3772	0	8	8
3773	3773	0	7	1
3774	3774	0	6	4
3775	3775	1	6	1
3776	3776	1	6	10
3777	3777	1	6	10
3778	3778	0	6	1
3779	3779	1	8	3
3780	3780	0	6	10
3781	3781	0	7	9
3782	3782	0	8	1
3783	3783	0	7	0
3784	3784	1	8	9
3785	3785	0	7	9
3786	3786	1	6	2
3787	3787	0	8	4
3788	3788	1	6	0
3789	3789	1	7	6
3790	3790	1	6	6
3791	3791	0	7	2
3792	3792	1	7	8
3793	3793	1	8	2
3794	3794	1	7	8
3795	3795	1	6	4
3796	3796	0	8	7
3797	3797	0	6	6
3798	3798	1	7	9
3799	3799	1	7	0
3800	3800	0	6	5
3801	3801	1	8	3
3802	3802	0	7	9
3803	3803	0	8	0
3804	3804	0	6	1
3805	3805	1	6	10
3806	3806	1	7	1
3807	3807	1	6	6
3808	3808	0	8	1
3809	3809	1	8	7
3810	3810	0	7	4
3811	3811	0	8	5
3812	3812	0	8	9
3813	3813	1	6	7
3814	3814	1	6	4
3815	3815	0	7	4
3816	3816	1	6	1
3817	3817	1	6	5
3818	3818	0	6	9
3819	3819	0	6	7
3820	3820	1	8	1
3821	3821	1	8	8
3822	3822	1	6	1
3823	3823	1	8	1
3824	3824	0	6	6
3825	3825	0	7	0
3826	3826	1	8	10
3827	3827	0	6	9
3828	3828	0	8	4
3829	3829	1	7	10
3830	3830	0	6	2
3831	3831	0	6	3
3832	3832	0	8	8
3833	3833	0	8	6
3834	3834	1	6	10
3835	3835	1	6	8
3836	3836	0	6	9
3837	3837	1	8	7
3838	3838	1	7	6
3839	3839	0	6	2
3840	3840	1	8	4
3841	3841	1	8	9
3842	3842	1	7	5
3843	3843	0	7	10
3844	3844	1	7	4
3845	3845	0	8	4
3846	3846	1	7	10
3847	3847	1	7	8
3848	3848	1	6	6
3849	3849	1	7	4
3850	3850	1	6	2
3851	3851	0	7	0
3852	3852	1	8	8
3853	3853	1	8	3
3854	3854	0	6	0
3855	3855	0	7	4
3856	3856	1	6	4
3857	3857	1	8	4
3858	3858	1	7	4
3859	3859	1	6	6
3860	3860	1	6	1
3861	3861	0	8	7
3862	3862	1	8	5
3863	3863	0	8	10
3864	3864	1	8	10
3865	3865	1	8	5
3866	3866	1	7	7
3867	3867	1	6	3
3868	3868	0	7	8
3869	3869	0	8	8
3870	3870	1	7	10
3871	3871	0	7	0
3872	3872	1	7	5
3873	3873	1	7	4
3874	3874	1	6	2
3875	3875	0	6	1
3876	3876	0	6	3
3877	3877	0	6	2
3878	3878	1	7	3
3879	3879	0	7	8
3880	3880	1	8	2
3881	3881	1	6	9
3882	3882	1	8	2
3883	3883	0	7	3
3884	3884	0	7	6
3885	3885	1	6	10
3886	3886	0	8	10
3887	3887	0	6	9
3888	3888	0	8	2
3889	3889	1	6	5
3890	3890	1	8	8
3891	3891	0	7	0
3892	3892	1	7	9
3893	3893	0	8	6
3894	3894	1	7	0
3895	3895	1	7	9
3896	3896	0	7	8
3897	3897	1	8	5
3898	3898	1	8	0
3899	3899	1	6	8
3900	3900	1	7	7
3901	3901	1	6	3
3902	3902	0	7	10
3903	3903	1	8	2
3904	3904	0	7	7
3905	3905	0	7	4
3906	3906	0	7	3
3907	3907	0	7	7
3908	3908	0	8	9
3909	3909	0	7	7
3910	3910	0	7	1
3911	3911	1	8	10
3912	3912	0	6	9
3913	3913	1	8	1
3914	3914	0	7	6
3915	3915	0	8	4
3916	3916	0	8	0
3917	3917	1	7	1
3918	3918	0	8	10
3919	3919	0	7	1
3920	3920	1	8	8
3921	3921	1	6	1
3922	3922	0	8	7
3923	3923	1	7	2
3924	3924	1	8	9
3925	3925	1	7	6
3926	3926	0	6	3
3927	3927	0	6	1
3928	3928	0	8	5
3929	3929	1	7	5
3930	3930	1	8	10
3931	3931	0	6	6
3932	3932	0	8	1
3933	3933	1	6	7
3934	3934	0	8	1
3935	3935	0	6	6
3936	3936	1	8	1
3937	3937	0	8	9
3938	3938	1	8	2
3939	3939	0	7	3
3940	3940	1	8	0
3941	3941	0	7	1
3942	3942	1	8	1
3943	3943	1	6	9
3944	3944	0	8	9
3945	3945	1	7	3
3946	3946	0	6	9
3947	3947	0	7	6
3948	3948	1	8	3
3949	3949	0	8	1
3950	3950	1	6	7
3951	3951	0	6	3
3952	3952	1	8	5
3953	3953	1	6	10
3954	3954	0	7	10
3955	3955	1	7	6
3956	3956	0	8	4
3957	3957	1	7	8
3958	3958	1	8	8
3959	3959	1	8	3
3960	3960	1	7	2
3961	3961	0	7	6
3962	3962	1	7	8
3963	3963	0	6	10
3964	3964	0	6	1
3965	3965	1	7	0
3966	3966	0	7	2
3967	3967	1	7	1
3968	3968	1	6	7
3969	3969	0	8	4
3970	3970	1	6	1
3971	3971	1	6	7
3972	3972	0	7	3
3973	3973	1	8	9
3974	3974	0	7	2
3975	3975	1	7	2
3976	3976	1	8	3
3977	3977	0	7	10
3978	3978	1	6	4
3979	3979	0	7	2
3980	3980	0	6	7
3981	3981	1	8	2
3982	3982	0	6	7
3983	3983	1	6	6
3984	3984	1	6	4
3985	3985	0	6	0
3986	3986	0	7	10
3987	3987	0	7	8
3988	3988	0	6	6
3989	3989	1	6	5
3990	3990	1	8	8
3991	3991	0	7	4
3992	3992	1	7	10
3993	3993	1	8	10
3994	3994	1	7	6
3995	3995	0	6	4
3996	3996	1	8	8
3997	3997	1	7	7
3998	3998	1	7	8
3999	3999	1	6	4
4000	4000	1	6	2
4001	4001	0	8	2
4002	4002	0	8	10
4003	4003	1	7	1
4004	4004	1	7	8
4005	4005	0	9	4
4006	4006	0	7	3
4007	4007	0	8	6
4008	4008	0	9	1
4009	4009	1	9	7
4010	4010	1	7	4
4011	4011	0	6	3
4012	4012	0	8	3
4013	4013	1	7	1
4014	4014	1	7	5
4015	4015	1	7	7
4016	4016	1	8	1
4017	4017	0	9	5
4018	4018	1	7	2
4019	4019	1	9	7
4020	4020	1	6	2
4021	4021	1	8	4
4022	4022	0	8	2
4023	4023	0	7	3
4024	4024	1	8	5
4025	4025	1	6	6
4026	4026	0	9	4
4027	4027	1	8	4
4028	4028	0	9	7
4029	4029	1	6	6
4030	4030	0	8	2
4031	4031	1	9	4
4032	4032	0	9	5
4033	4033	1	6	4
4034	4034	0	9	7
4035	4035	1	7	4
4036	4036	0	7	7
4037	4037	1	6	1
4038	4038	0	7	4
4039	4039	1	7	2
4040	4040	1	7	1
4041	4041	1	9	2
4042	4042	1	9	4
4043	4043	0	9	1
4044	4044	0	7	2
4045	4045	1	7	6
4046	4046	0	6	7
4047	4047	1	8	1
4048	4048	0	8	7
4049	4049	0	7	2
4050	4050	0	8	7
4051	4051	0	9	6
4052	4052	0	7	6
4053	4053	1	6	7
4054	4054	1	6	4
4055	4055	1	7	2
4056	4056	1	8	5
4057	4057	1	9	4
4058	4058	0	7	5
4059	4059	1	9	1
4060	4060	0	8	3
4061	4061	0	6	4
4062	4062	1	8	3
4063	4063	0	8	6
4064	4064	1	8	5
4065	4065	0	7	7
4066	4066	1	8	5
4067	4067	1	6	5
4068	4068	1	9	1
4069	4069	1	8	3
4070	4070	0	7	5
4071	4071	0	6	7
4072	4072	1	8	3
4073	4073	0	6	1
4074	4074	1	9	3
4075	4075	0	7	6
4076	4076	1	6	3
4077	4077	1	9	6
4078	4078	1	9	5
4079	4079	0	7	5
4080	4080	1	9	2
4081	4081	0	7	7
4082	4082	1	8	7
4083	4083	1	9	5
4084	4084	0	7	6
4085	4085	0	9	6
4086	4086	1	9	6
4087	4087	0	9	4
4088	4088	1	9	1
4089	4089	0	9	2
4090	4090	1	8	4
4091	4091	1	8	1
4092	4092	1	9	2
4093	4093	0	7	6
4094	4094	0	9	5
4095	4095	0	6	3
4096	4096	0	7	3
4097	4097	0	6	7
4098	4098	0	7	4
4099	4099	0	8	6
4100	4100	0	9	5
4101	4101	0	6	7
4102	4102	0	7	6
4103	4103	0	7	3
4104	4104	1	9	1
4105	4105	1	7	6
4106	4106	0	8	6
4107	4107	0	6	1
4108	4108	0	7	5
4109	4109	1	9	4
4110	4110	0	8	3
4111	4111	1	7	3
4112	4112	0	8	7
4113	4113	0	9	4
4114	4114	0	9	6
4115	4115	1	8	6
4116	4116	0	7	1
4117	4117	1	6	1
4118	4118	1	8	1
4119	4119	1	8	7
4120	4120	1	7	4
4121	4121	1	7	1
4122	4122	1	7	7
4123	4123	0	6	1
4124	4124	1	8	6
4125	4125	0	9	6
4126	4126	0	6	2
4127	4127	1	9	3
4128	4128	1	8	6
4129	4129	0	8	6
4130	4130	1	8	1
4131	4131	0	8	7
4132	4132	1	9	2
4133	4133	0	6	4
4134	4134	1	6	6
4135	4135	0	6	6
4136	4136	1	7	7
4137	4137	0	9	1
4138	4138	0	7	3
4139	4139	0	9	6
4140	4140	0	9	1
4141	4141	1	7	4
4142	4142	1	8	2
4143	4143	1	7	4
4144	4144	0	7	7
4145	4145	0	7	1
4146	4146	0	9	3
4147	4147	1	8	2
4148	4148	0	9	5
4149	4149	1	6	6
4150	4150	1	9	4
4151	4151	0	8	6
4152	4152	1	7	6
4153	4153	1	7	2
4154	4154	1	7	6
4155	4155	0	8	7
4156	4156	0	9	1
4157	4157	0	6	2
4158	4158	0	7	4
4159	4159	0	8	6
4160	4160	0	9	1
4161	4161	1	9	4
4162	4162	1	7	6
4163	4163	1	8	5
4164	4164	0	9	4
4165	4165	0	9	1
4166	4166	1	9	2
4167	4167	1	8	1
4168	4168	0	9	6
4169	4169	1	8	7
4170	4170	0	7	1
4171	4171	0	9	6
4172	4172	0	7	3
4173	4173	0	6	2
4174	4174	1	6	4
4175	4175	1	7	7
4176	4176	1	6	4
4177	4177	1	9	6
4178	4178	0	9	1
4179	4179	0	6	3
4180	4180	0	9	7
4181	4181	1	9	2
4182	4182	1	7	1
4183	4183	1	8	4
4184	4184	1	6	4
4185	4185	0	7	3
4186	4186	1	8	3
4187	4187	0	9	4
4188	4188	1	9	1
4189	4189	1	6	6
4190	4190	1	6	4
4191	4191	0	6	2
4192	4192	0	8	5
4193	4193	1	9	2
4194	4194	1	6	1
4195	4195	1	9	4
4196	4196	1	7	6
4197	4197	1	6	4
4198	4198	0	6	6
4199	4199	1	9	7
4200	4200	0	6	7
4201	4201	1	6	3
4202	4202	0	9	5
4203	4203	1	8	1
4204	4204	1	7	1
4205	4205	1	9	4
4206	4206	1	7	5
4207	4207	1	7	6
4208	4208	0	7	3
4209	4209	1	6	1
4210	4210	1	6	6
4211	4211	0	9	5
4212	4212	0	9	4
4213	4213	1	8	7
4214	4214	1	7	7
4215	4215	1	7	4
4216	4216	1	6	6
4217	4217	0	6	6
4218	4218	1	6	5
4219	4219	1	8	4
4220	4220	1	7	6
4221	4221	1	8	6
4222	4222	1	6	7
4223	4223	0	8	4
4224	4224	1	7	5
4225	4225	1	6	6
4226	4226	1	7	7
4227	4227	1	6	7
4228	4228	1	9	1
4229	4229	1	7	1
4230	4230	0	7	5
4231	4231	0	9	2
4232	4232	1	8	5
4233	4233	0	9	2
4234	4234	1	8	2
4235	4235	0	6	5
4236	4236	0	7	2
4237	4237	1	8	1
4238	4238	1	9	1
4239	4239	0	6	5
4240	4240	1	9	7
4241	4241	1	6	4
4242	4242	1	7	1
4243	4243	0	7	2
4244	4244	0	7	5
4245	4245	1	9	6
4246	4246	0	6	6
4247	4247	1	9	2
4248	4248	1	9	2
4249	4249	0	8	2
4250	4250	1	6	4
4251	4251	0	9	7
4252	4252	0	8	5
4253	4253	0	8	6
4254	4254	1	6	2
4255	4255	0	9	2
4256	4256	1	8	1
4257	4257	1	8	6
4258	4258	1	7	2
4259	4259	0	7	2
4260	4260	1	9	5
4261	4261	0	7	3
4262	4262	0	8	4
4263	4263	0	9	1
4264	4264	0	6	7
4265	4265	1	6	7
4266	4266	0	8	6
4267	4267	0	8	5
4268	4268	0	8	3
4269	4269	1	9	5
4270	4270	0	7	2
4271	4271	0	8	6
4272	4272	1	6	5
4273	4273	0	7	4
4274	4274	1	6	1
4275	4275	0	6	5
4276	4276	0	9	2
4277	4277	0	9	6
4278	4278	1	7	3
4279	4279	1	9	3
4280	4280	1	7	5
4281	4281	0	7	2
4282	4282	1	9	4
4283	4283	1	9	6
4284	4284	0	6	3
4285	4285	1	6	7
4286	4286	0	6	5
4287	4287	0	9	1
4288	4288	0	7	1
4289	4289	1	7	2
4290	4290	0	8	3
4291	4291	0	6	5
4292	4292	0	6	5
4293	4293	1	7	6
4294	4294	1	7	4
4295	4295	1	9	3
4296	4296	1	9	6
4297	4297	1	9	5
4298	4298	0	8	3
4299	4299	0	8	2
4300	4300	1	9	2
4301	4301	0	9	1
4302	4302	1	7	5
4303	4303	0	7	1
4304	4304	1	8	1
4305	4305	1	6	3
4306	4306	1	9	6
4307	4307	1	8	4
4308	4308	1	6	1
4309	4309	0	8	2
4310	4310	0	8	3
4311	4311	1	7	3
4312	4312	0	7	3
4313	4313	1	6	1
4314	4314	0	9	5
4315	4315	0	6	4
4316	4316	0	6	5
4317	4317	0	7	1
4318	4318	0	6	3
4319	4319	0	9	2
4320	4320	1	6	4
4321	4321	0	8	2
4322	4322	1	7	2
4323	4323	0	6	3
4324	4324	1	9	7
4325	4325	1	8	3
