,Id,Genere,FranjaEdat,NumVoluntariats,Social,Cultural,Ambiental,Educatiu
1075,1075,1,6,9,0,1,1,0
189,189,1,9,2,0,0,0,1
94,94,0,9,4,1,0,0,1
5106,5106,0,9,3,1,0,0,0
4613,4613,0,7,4,0,1,1,1
542,542,2,6,18,1,0,1,1
6387,6387,1,7,5,0,0,0,0
3121,3121,1,7,3,0,1,0,1
5925,5925,1,7,6,1,0,1,0
5313,5313,1,9,3,0,1,1,0
4032,4032,1,7,1,1,0,0,1
2985,2985,1,7,5,0,0,0,0
518,518,1,8,13,0,0,0,0
780,780,2,7,5,0,0,0,0
913,913,1,8,1,1,0,1,0
2214,2214,1,7,2,0,0,1,0
1874,1874,1,7,4,0,0,1,0
1385,1385,0,8,9,0,0,1,0
5552,5552,1,7,6,0,0,0,0
8183,8183,0,7,0,0,1,0,0
695,695,0,8,19,0,1,0,0
295,295,0,8,2,1,0,0,1
4458,4458,0,8,3,0,1,1,1
4762,4762,0,8,6,0,0,0,1
626,626,2,7,14,1,1,1,1
1728,1728,0,8,5,0,1,1,1
3867,3867,0,6,1,0,0,0,1
2422,2422,1,6,2,1,0,1,1
7737,7737,0,6,1,1,1,1,0
1032,1032,0,7,7,0,0,0,0
2827,2827,1,6,4,0,0,0,1
271,271,0,7,2,0,1,0,1
7318,7318,0,9,0,0,1,1,0
4633,4633,0,8,3,0,0,1,1
679,679,1,8,7,1,0,0,1
6565,6565,1,9,0,0,1,0,0
1754,1754,0,7,4,1,0,0,0
3468,3468,1,6,4,1,0,0,1
2313,2313,0,7,4,0,0,1,1
1682,1682,1,7,5,0,0,1,1
2307,2307,0,7,4,0,0,0,0
3855,3855,0,7,7,0,0,1,1
7370,7370,1,8,1,0,1,0,1
319,319,0,8,2,1,1,0,1
3743,3743,0,6,2,0,0,0,1
4282,4282,0,6,7,0,1,1,1
4480,4480,0,8,2,0,1,1,0
6930,6930,1,9,3,0,0,0,0
5923,5923,1,9,2,1,0,0,0
6775,6775,1,9,0,0,0,1,1
4730,4730,1,6,7,0,1,1,0
6927,6927,0,8,1,1,1,1,0
2943,2943,1,7,3,1,0,0,1
5151,5151,1,9,1,0,1,1,0
4119,4119,0,8,5,1,1,1,0
1879,1879,1,7,3,0,0,0,1
3965,3965,0,8,6,1,0,1,1
7661,7661,1,7,0,0,1,1,0
7744,7744,1,8,1,1,1,1,0
746,746,2,7,3,0,1,1,0
614,614,2,7,2,0,1,0,1
1023,1023,1,8,2,1,1,0,1
3358,3358,1,6,4,1,1,0,0
5052,5052,0,8,2,1,0,0,0
7810,7810,1,6,0,1,1,1,0
4653,4653,1,6,2,1,1,0,0
1544,1544,0,7,1,1,0,0,0
4313,4313,0,7,7,1,0,1,1
7745,7745,0,6,1,0,1,1,0
7108,7108,0,8,2,0,1,1,1
2522,2522,1,6,2,0,0,1,0
6548,6548,1,9,3,0,1,1,1
5436,5436,0,7,3,0,0,0,0
1110,1110,1,8,7,0,1,0,1
2959,2959,0,6,4,0,0,0,0
8227,8227,1,6,2,0,1,1,0
2292,2292,0,7,3,1,0,1,1
6132,6132,0,8,4,0,0,0,0
6785,6785,0,9,2,0,0,0,0
4453,4453,1,8,6,0,0,1,0
313,313,1,9,5,0,1,1,0
6748,6748,0,8,2,1,0,1,0
6689,6689,0,8,3,1,0,0,0
2447,2447,1,7,3,0,1,0,0
5321,5321,1,6,3,1,1,0,0
4539,4539,1,8,7,0,1,0,0
7241,7241,0,8,1,1,1,1,1
1155,1155,1,8,9,0,1,1,0
6089,6089,0,9,6,1,0,1,0
4347,4347,1,6,7,0,0,0,0
5774,5774,0,6,2,1,0,0,0
7395,7395,1,9,0,0,1,1,1
5394,5394,0,8,1,0,1,0,0
5350,5350,0,8,2,1,0,1,0
6142,6142,0,7,2,1,0,1,0
1722,1722,0,7,2,1,1,0,0
2629,2629,1,7,2,1,1,0,0
4916,4916,1,8,2,1,0,0,1
2616,2616,1,7,5,1,1,1,1
4859,4859,1,7,4,1,0,1,1
7563,7563,1,8,0,1,1,0,0
1593,1593,0,8,4,0,1,0,1
296,296,1,9,2,0,0,1,0
5458,5458,0,6,6,0,1,1,0
6942,6942,0,8,0,0,0,0,1
5028,5028,1,7,3,0,0,1,0
7366,7366,1,8,0,1,1,0,0
7540,7540,0,8,2,0,1,1,0
8195,8195,1,8,0,1,1,1,0
6869,6869,0,9,1,0,0,0,1
2454,2454,0,7,2,0,0,1,1
729,729,1,6,6,0,0,0,0
4090,4090,0,8,4,1,0,0,1
4668,4668,1,6,3,0,1,0,0
3010,3010,1,7,4,1,1,1,0
155,155,0,6,2,0,0,1,1
1602,1602,1,8,3,1,1,1,1
2026,2026,0,6,3,0,0,1,1
2784,2784,0,6,3,1,1,0,1
6784,6784,1,9,1,0,0,0,1
6454,6454,1,8,2,1,0,1,0
1052,1052,1,6,1,1,1,1,1
6173,6173,1,9,1,0,1,0,0
4170,4170,1,8,5,1,0,1,0
838,838,2,9,18,1,1,1,1
7226,7226,0,9,1,0,1,0,1
5292,5292,0,6,5,1,1,0,0
4566,4566,1,7,4,0,1,0,1
3101,3101,1,6,4,0,0,1,1
3224,3224,0,6,3,1,0,0,0
7299,7299,1,9,2,0,1,0,0
1423,1423,0,7,10,0,1,0,0
7031,7031,0,9,2,0,1,0,1
6542,6542,0,8,2,1,1,1,0
3815,3815,1,8,7,0,1,0,1
3111,3111,0,7,2,0,1,0,0
6914,6914,0,8,0,1,1,0,1
2360,2360,0,6,2,0,0,1,0
375,375,1,8,4,0,1,1,0
7028,7028,0,8,1,0,1,1,1
5424,5424,1,6,5,1,1,1,0
1643,1643,1,8,5,0,1,1,1
1506,1506,1,7,1,0,1,0,1
2620,2620,0,6,3,0,0,0,1
577,577,0,8,2,0,0,0,1
6938,6938,1,9,0,1,0,1,1
1447,1447,1,7,1,0,0,1,1
4318,4318,1,7,7,0,1,0,1
6379,6379,0,9,3,0,1,0,0
5342,5342,1,9,2,0,0,0,0
3172,3172,1,6,5,0,1,0,1
1404,1404,1,8,1,1,1,1,0
3578,3578,0,6,6,0,0,1,1
5181,5181,1,7,5,0,0,0,0
6695,6695,0,9,0,1,1,0,0
1736,1736,0,8,4,1,0,0,1
4159,4159,0,6,5,1,0,1,1
459,459,0,6,5,1,1,1,1
5185,5185,0,8,1,1,1,0,0
6749,6749,0,8,1,1,1,1,0
4937,4937,0,7,3,1,0,0,1
8142,8142,1,7,1,1,1,1,0
6658,6658,1,8,3,0,0,1,1
7040,7040,0,8,0,0,1,0,1
7240,7240,0,9,1,1,1,0,0
6019,6019,0,8,5,1,1,0,0
7925,7925,0,8,0,0,1,1,0
2385,2385,0,7,4,0,0,1,1
5192,5192,0,6,6,1,1,0,0
5752,5752,0,6,2,1,1,0,0
2497,2497,0,6,5,1,1,0,1
5527,5527,1,6,1,1,0,0,0
1849,1849,0,8,1,0,1,1,0
5588,5588,1,9,5,1,1,0,0
6472,6472,0,8,2,1,0,1,0
5975,5975,1,7,1,1,0,0,0
3831,3831,1,6,4,0,0,0,1
1268,1268,0,7,7,1,1,0,0
3399,3399,0,6,3,1,1,1,1
4484,4484,1,7,1,1,0,0,1
676,676,0,6,17,0,1,0,0
350,350,0,8,2,1,0,0,1
2233,2233,0,7,3,0,1,1,0
5786,5786,1,9,2,0,0,0,0
3079,3079,1,7,4,1,1,1,0
6091,6091,0,8,6,1,0,0,0
5116,5116,1,9,5,1,1,1,0
183,183,1,9,2,1,1,0,1
6431,6431,0,9,5,0,1,1,0
7641,7641,0,8,1,1,1,0,0
7344,7344,1,9,2,1,1,0,0
5419,5419,0,8,4,1,1,1,0
8263,8263,0,8,1,0,1,1,0
6276,6276,0,9,3,0,1,1,0
6690,6690,1,8,1,0,1,0,0
2837,2837,0,6,4,1,1,1,1
7342,7342,1,8,1,1,1,1,1
5943,5943,1,6,3,0,1,1,0
6908,6908,0,9,3,0,1,1,1
1651,1651,0,8,3,0,1,1,1
8092,8092,1,6,0,0,1,0,0
3788,3788,0,8,4,1,0,0,0
1293,1293,1,6,2,0,1,1,1
2704,2704,0,7,3,0,1,0,0
5952,5952,1,7,4,1,0,0,0
8246,8246,0,7,0,1,1,0,0
714,714,2,8,13,1,1,0,1
7777,7777,0,6,2,1,1,1,0
482,482,1,7,4,0,1,1,0
2803,2803,0,6,3,1,0,1,0
3991,3991,0,6,3,1,0,1,0
167,167,0,8,4,0,0,1,0
497,497,0,7,3,0,0,0,1
7936,7936,1,6,0,0,1,0,0
6573,6573,1,9,1,0,1,1,1
4200,4200,0,7,5,0,0,1,1
5798,5798,0,9,6,1,1,0,0
2825,2825,0,7,4,1,1,1,0
7669,7669,0,7,1,1,1,0,0
3624,3624,0,8,6,0,1,0,0
3379,3379,0,6,2,1,0,1,0
1122,1122,1,8,10,0,1,1,0
7255,7255,0,9,2,0,1,1,1
690,690,1,8,4,0,0,1,1
1239,1239,1,7,2,0,0,0,1
1523,1523,1,8,2,0,1,1,1
508,508,2,9,14,1,0,1,0
2098,2098,1,6,5,0,0,0,0
3777,3777,1,8,3,1,1,0,0
7735,7735,0,8,0,1,1,0,0
5604,5604,0,9,2,0,0,0,0
5668,5668,1,6,6,1,0,0,0
3303,3303,0,7,4,1,1,1,0
568,568,2,6,5,0,0,1,1
4291,4291,1,7,4,0,1,0,1
253,253,0,7,3,0,0,0,1
5226,5226,0,7,5,0,1,0,0
6827,6827,0,8,1,1,0,1,1
6591,6591,1,8,0,0,1,1,0
7330,7330,1,8,0,1,1,1,1
162,162,0,6,5,0,1,1,0
7968,7968,1,6,0,0,1,1,0
4359,4359,0,7,7,1,0,0,0
847,847,2,9,2,0,1,0,0
7645,7645,0,8,0,1,1,0,0
2869,2869,1,6,3,1,0,0,0
3768,3768,0,6,3,0,1,1,1
165,165,1,8,5,0,1,1,0
739,739,1,8,2,1,1,0,0
2820,2820,0,6,2,1,0,1,1
6386,6386,0,9,1,1,1,0,0
1813,1813,0,8,1,0,1,1,0
138,138,0,8,3,1,0,0,1
5811,5811,0,7,3,1,0,0,0
5803,5803,0,6,5,1,0,0,0
2487,2487,0,7,2,0,1,1,1
5735,5735,1,9,1,0,0,1,0
192,192,0,9,5,0,1,1,0
1411,1411,1,6,8,1,1,1,1
5900,5900,0,9,6,1,0,0,0
4443,4443,1,6,6,0,0,1,1
6569,6569,1,9,1,1,0,1,1
4827,4827,1,7,3,0,1,1,0
7527,7527,1,6,1,0,1,0,0
264,264,1,7,4,0,1,0,1
2861,2861,0,7,4,0,0,0,0
2446,2446,1,6,4,0,1,0,1
1721,1721,0,8,5,0,1,1,1
8168,8168,0,6,1,0,1,0,0
1251,1251,1,8,6,1,1,1,1
2774,2774,1,7,4,1,0,1,1
732,732,1,6,12,0,0,0,1
4370,4370,1,8,2,1,0,1,0
3439,3439,1,6,4,1,0,1,1
7995,7995,1,7,0,0,1,0,0
5480,5480,0,6,5,1,1,1,0
1537,1537,0,7,4,0,0,1,1
7098,7098,0,9,1,0,1,1,1
1029,1029,1,6,4,1,0,1,0
2170,2170,0,7,4,1,0,0,1
2896,2896,1,7,3,1,1,1,0
5686,5686,1,8,6,1,0,1,0
2030,2030,1,7,3,1,1,1,0
523,523,2,8,20,1,0,1,1
3362,3362,0,7,2,1,1,0,0
5612,5612,1,9,5,1,0,1,0
1818,1818,1,7,4,0,1,1,0
8255,8255,1,8,0,0,1,1,0
1605,1605,0,8,2,0,0,0,0
630,630,1,6,9,1,0,1,1
6306,6306,0,8,3,1,1,0,0
1160,1160,1,7,8,1,0,1,1
6563,6563,1,8,1,1,1,0,0
1398,1398,0,8,9,0,0,1,0
5235,5235,0,8,3,1,0,1,0
601,601,0,9,15,1,1,0,0
1037,1037,0,6,0,1,0,1,1
76,76,1,8,4,1,0,1,0
7969,7969,1,8,1,1,1,0,0
4365,4365,1,7,4,0,1,1,0
3577,3577,1,7,2,0,0,0,1
3061,3061,1,7,2,0,0,1,0
7192,7192,0,9,2,1,1,0,0
945,945,1,9,11,0,0,0,1
544,544,1,8,4,1,1,1,1
5388,5388,1,9,2,1,0,1,0
764,764,2,7,2,1,1,1,1
1118,1118,0,6,3,1,1,0,0
166,166,1,8,4,0,1,0,0
4549,4549,1,8,2,0,0,0,1
4246,4246,1,6,6,1,1,1,1
2443,2443,0,7,5,0,0,0,0
6456,6456,1,8,5,0,1,1,0
6389,6389,0,9,5,1,0,1,0
2314,2314,1,7,4,1,1,0,0
6767,6767,0,8,1,1,0,0,0
5261,5261,0,7,2,0,0,0,0
710,710,2,7,18,0,0,1,1
300,300,0,6,4,0,0,1,0
4945,4945,1,8,5,1,1,0,1
7752,7752,0,7,1,1,1,1,0
2495,2495,1,7,3,1,0,1,1
6031,6031,0,6,2,1,0,0,0
1655,1655,1,7,5,1,1,0,0
5673,5673,1,9,4,0,1,0,0
975,975,1,6,3,1,1,0,1
3793,3793,0,7,3,0,0,0,1
4040,4040,1,6,4,1,1,0,1
809,809,1,7,10,1,1,1,1
6209,6209,1,7,1,0,1,1,0
1027,1027,0,7,1,0,0,0,0
3187,3187,1,7,5,0,1,0,1
2844,2844,1,6,2,0,1,0,0
1004,1004,0,8,8,0,1,0,1
7017,7017,1,8,2,1,1,1,0
5534,5534,1,7,6,0,0,1,0
4121,4121,1,8,1,0,1,1,1
1005,1005,1,8,4,0,1,1,1
3469,3469,1,6,2,1,1,0,1
6430,6430,0,6,3,0,0,1,0
1846,1846,1,8,5,1,0,0,1
6724,6724,0,8,1,1,0,0,0
6171,6171,0,8,5,1,0,1,0
6285,6285,1,6,4,1,1,1,0
6526,6526,0,9,0,0,0,1,0
8141,8141,0,8,2,1,1,1,0
5840,5840,0,9,4,1,0,0,0
584,584,0,7,0,0,0,0,0
3673,3673,0,8,3,0,0,0,1
1130,1130,0,6,3,1,0,0,1
7515,7515,0,7,0,0,1,0,0
3567,3567,0,7,3,1,1,0,1
6046,6046,1,9,6,0,1,1,0
6656,6656,1,9,1,1,1,1,1
7427,7427,0,8,0,0,1,0,0
7759,7759,1,7,0,0,1,1,0
3385,3385,0,7,2,0,1,0,0
7818,7818,0,7,0,0,1,0,0
639,639,0,6,18,0,0,0,0
5517,5517,0,9,2,1,0,1,0
6535,6535,1,8,0,1,0,1,1
5177,5177,1,8,6,1,1,1,0
8030,8030,0,7,0,0,1,1,0
1850,1850,1,7,5,1,0,1,0
2066,2066,1,6,2,0,1,0,1
4743,4743,0,8,5,0,0,0,0
2298,2298,0,6,2,0,1,1,1
5781,5781,0,8,6,0,0,0,0
2722,2722,1,7,3,0,0,0,1
7094,7094,0,9,2,1,1,1,1
3255,3255,0,6,3,1,1,1,1
1535,1535,1,7,3,1,0,1,0
6256,6256,0,8,6,0,1,1,0
4358,4358,0,7,7,1,1,1,1
7800,7800,0,6,2,1,1,0,0
3442,3442,1,6,4,1,0,0,1
6990,6990,1,9,3,1,1,1,1
5987,5987,1,9,6,1,0,1,0
8296,8296,0,8,2,0,1,0,0
1117,1117,1,8,9,0,0,0,0
6315,6315,1,7,3,0,0,1,0
3117,3117,0,6,4,0,1,1,1
7772,7772,1,8,1,1,1,1,0
2386,2386,0,6,3,1,0,1,1
1534,1534,0,7,5,1,0,1,1
3388,3388,0,7,2,1,0,1,1
2210,2210,0,7,2,0,0,0,1
3920,3920,0,8,6,0,0,1,1
3558,3558,1,8,5,1,1,1,1
5966,5966,1,9,6,1,1,1,0
2124,2124,0,7,3,1,1,1,0
2257,2257,0,7,4,0,0,0,1
6904,6904,1,8,3,0,0,0,0
409,409,1,7,5,0,1,0,1
731,731,1,6,8,0,0,1,1
915,915,0,7,2,0,1,1,0
142,142,0,8,3,0,1,1,1
8098,8098,0,7,2,1,1,1,0
2537,2537,0,7,5,0,0,1,1
7180,7180,1,9,1,1,1,1,0
3527,3527,0,8,1,1,0,0,0
7732,7732,0,8,2,1,1,1,0
429,429,1,8,5,1,0,1,0
4464,4464,1,7,4,1,1,0,1
3789,3789,1,8,3,0,0,0,0
5633,5633,1,8,6,1,0,0,0
3445,3445,0,6,5,1,0,0,0
129,129,1,7,5,0,0,0,1
117,117,1,7,5,1,1,1,1
4503,4503,1,8,4,0,1,0,1
5520,5520,0,6,4,0,1,0,0
1649,1649,0,7,2,1,1,0,0
7832,7832,1,8,2,0,1,0,0
5310,5310,0,6,4,1,0,1,0
914,914,1,7,13,1,1,1,0
7979,7979,0,8,2,1,1,1,0
4907,4907,1,6,1,1,0,1,0
1595,1595,0,7,1,0,0,0,1
7879,7879,0,8,1,0,1,1,0
8278,8278,0,7,2,1,1,0,0
2734,2734,1,7,2,0,1,0,1
7403,7403,1,8,1,0,1,1,1
1396,1396,0,8,4,0,0,0,0
6713,6713,0,8,2,0,0,1,0
352,352,1,9,2,0,1,0,1
1503,1503,0,8,5,1,0,1,0
1988,1988,1,8,2,0,0,0,0
1574,1574,0,8,2,1,1,0,1
8252,8252,1,8,2,1,1,1,0
6503,6503,0,8,1,0,0,1,0
7173,7173,1,9,2,1,1,1,0
2536,2536,1,7,5,1,0,1,1
6305,6305,1,9,2,1,0,1,0
7911,7911,0,7,2,1,1,0,0
5823,5823,0,8,4,1,0,0,0
1831,1831,0,7,2,0,0,1,0
6057,6057,1,6,6,1,1,0,0
1897,1897,1,8,2,0,0,1,1
1647,1647,1,7,2,1,0,0,0
5425,5425,1,8,4,1,1,1,0
3247,3247,1,7,4,1,0,0,1
7898,7898,0,7,0,0,1,0,0
5555,5555,1,7,1,1,1,0,0
902,902,0,7,6,0,1,1,0
383,383,1,9,4,0,1,0,0
7653,7653,1,8,2,0,1,0,0
6228,6228,0,8,2,0,0,1,0
2919,2919,0,7,3,1,1,1,1
4696,4696,0,6,4,1,1,0,0
4445,4445,1,7,4,0,0,0,1
4335,4335,0,7,3,0,1,1,0
1033,1033,0,6,0,0,0,0,1
1415,1415,1,6,10,1,1,1,1
5613,5613,1,7,4,1,0,1,0
4996,4996,0,7,4,1,0,0,1
5482,5482,0,8,2,0,0,0,0
3233,3233,1,6,4,1,1,0,1
579,579,0,6,3,1,1,1,1
3052,3052,1,6,5,1,1,0,1
6961,6961,0,9,1,0,1,1,1
648,648,2,6,17,1,0,0,0
4754,4754,0,7,6,1,0,1,1
7708,7708,0,7,1,1,1,0,0
8220,8220,0,8,2,0,1,1,0
4665,4665,0,8,2,1,0,0,1
514,514,1,8,4,1,0,0,1
6241,6241,0,8,3,0,0,0,0
7194,7194,1,8,0,0,1,0,1
4642,4642,0,8,7,1,0,1,1
485,485,0,6,4,0,0,1,1
1233,1233,1,6,0,1,0,1,0
7141,7141,0,9,0,0,1,0,1
4202,4202,1,8,3,0,0,1,1
7422,7422,1,8,1,0,1,0,0
3571,3571,1,8,5,1,0,1,0
7479,7479,0,9,0,0,1,0,1
1819,1819,1,7,5,0,0,1,1
5773,5773,1,6,6,1,0,0,0
2631,2631,0,6,4,1,1,0,1
501,501,1,7,4,1,0,1,1
328,328,1,9,3,1,0,0,1
4956,4956,1,6,4,0,0,1,0
6716,6716,0,8,1,1,1,0,1
2318,2318,0,6,4,1,1,1,0
372,372,1,7,5,1,0,1,0
8161,8161,1,6,0,1,1,1,0
2323,2323,0,6,3,0,0,0,1
1286,1286,0,6,2,0,0,1,1
3413,3413,1,6,5,0,1,0,1
1822,1822,0,8,1,0,1,0,0
4377,4377,1,7,1,0,1,0,0
6453,6453,1,8,2,0,0,0,0
1166,1166,0,7,10,1,1,1,1
1859,1859,1,7,4,0,1,0,0
5758,5758,0,7,5,0,1,0,0
6560,6560,1,8,0,0,0,0,1
7238,7238,0,9,1,0,1,0,0
4803,4803,0,8,4,0,0,0,1
5083,5083,1,8,3,1,1,1,0
1008,1008,0,7,4,1,0,0,0
3476,3476,0,7,5,1,1,1,0
7658,7658,1,7,2,0,1,1,0
4544,4544,0,7,2,0,0,1,1
1716,1716,1,8,5,0,0,1,0
3978,3978,0,6,1,1,0,1,1
4895,4895,1,6,7,0,0,1,0
2805,2805,1,7,3,0,0,0,1
5218,5218,0,6,4,1,1,1,0
1558,1558,1,7,5,0,0,0,1
6027,6027,0,8,6,1,1,1,0
4609,4609,0,6,3,0,0,1,0
7451,7451,0,9,1,1,1,1,1
4948,4948,0,6,4,1,1,0,1
4349,4349,0,7,4,0,0,0,1
3067,3067,1,6,2,1,0,0,1
6189,6189,0,6,1,0,1,0,0
8189,8189,0,6,1,1,1,0,0
3658,3658,0,7,4,1,0,1,1
1435,1435,0,7,5,1,0,0,1
1181,1181,0,6,10,1,1,1,0
2,2,1,8,1,0,0,1,1
6663,6663,1,8,0,1,1,1,1
6918,6918,1,9,3,0,0,0,1
5723,5723,0,8,1,0,1,0,0
7105,7105,0,9,1,1,1,1,0
6021,6021,1,9,4,1,1,0,0
387,387,1,7,2,0,0,1,1
7628,7628,1,6,1,1,1,0,0
2877,2877,1,6,4,0,1,1,1
819,819,2,7,11,1,0,0,0
6150,6150,1,9,1,0,0,1,0
5475,5475,1,6,5,0,0,1,0
5651,5651,1,8,6,1,0,0,0
2092,2092,1,7,2,0,0,1,0
7134,7134,1,8,2,0,1,1,0
1127,1127,1,6,3,1,0,0,1
5830,5830,1,6,2,1,1,1,0
2773,2773,0,6,2,0,0,1,1
7,7,1,9,4,0,1,1,1
6558,6558,1,8,0,1,1,1,1
6911,6911,0,9,0,0,0,0,1
346,346,0,7,3,1,0,0,0
4973,4973,1,7,5,1,0,0,0
2605,2605,0,7,5,1,1,1,1
4563,4563,0,7,6,0,0,0,1
6940,6940,1,9,1,1,1,1,1
5404,5404,0,7,2,1,0,1,0
3773,3773,0,6,4,1,1,1,1
3419,3419,1,7,5,1,1,0,1
7610,7610,0,8,0,0,1,1,0
5329,5329,0,9,6,1,1,1,0
6734,6734,1,9,3,1,0,1,1
2966,2966,1,7,3,0,1,0,1
3733,3733,0,7,2,0,1,1,1
2743,2743,0,6,4,1,1,0,1
5784,5784,1,8,2,0,1,0,0
6698,6698,1,9,0,0,0,1,1
4682,4682,0,7,7,0,1,0,0
2147,2147,0,6,4,0,0,0,1
2655,2655,1,7,2,1,0,0,0
7016,7016,1,9,1,0,1,0,0
967,967,2,9,2,1,1,1,1
7844,7844,1,7,1,1,1,1,0
1215,1215,0,6,6,1,0,0,0
4813,4813,1,7,6,1,0,0,1
5974,5974,0,9,6,0,1,0,0
5624,5624,1,7,4,0,0,0,0
230,230,1,8,2,1,1,1,0
7769,7769,0,7,2,0,1,1,0
1628,1628,1,7,1,0,0,0,1
1126,1126,0,6,2,1,1,1,1
7325,7325,1,9,1,1,1,0,0
617,617,2,7,4,0,0,1,1
610,610,1,8,19,1,1,0,0
5255,5255,1,6,2,0,0,0,0
3716,3716,0,7,4,1,0,1,1
5816,5816,0,7,2,0,1,1,0
6910,6910,1,9,0,1,1,1,0
6066,6066,1,8,1,0,0,1,0
7127,7127,0,9,1,1,1,1,1
7322,7322,1,8,1,0,1,1,0
3718,3718,1,8,5,0,1,0,1
1183,1183,1,7,1,0,1,0,1
2181,2181,0,7,2,1,0,0,0
5017,5017,0,9,3,1,0,1,0
7696,7696,1,7,0,0,1,1,0
2211,2211,1,6,5,0,0,1,0
3545,3545,1,7,7,0,1,0,0
2972,2972,1,6,5,0,1,0,1
5305,5305,0,8,1,1,0,0,0
7411,7411,1,8,2,0,1,0,0
1778,1778,1,7,3,1,0,1,0
1076,1076,1,6,7,1,1,0,0
269,269,0,6,5,1,1,1,0
7273,7273,1,8,0,0,1,0,1
2378,2378,0,6,2,1,0,0,1
6376,6376,0,7,5,0,0,1,0
8182,8182,1,7,0,1,1,0,0
1351,1351,0,8,9,0,1,1,0
2626,2626,0,7,4,1,1,1,0
2317,2317,1,7,2,0,1,1,1
5571,5571,1,7,1,1,1,1,0
860,860,1,9,18,0,1,1,0
7603,7603,0,6,2,0,1,1,0
4094,4094,1,6,2,0,1,0,0
2311,2311,0,7,5,0,1,1,1
1172,1172,0,6,6,1,0,1,0
3598,3598,0,7,1,0,0,1,0
740,740,2,7,8,1,1,0,0
339,339,0,9,4,0,1,1,0
2591,2591,1,6,5,0,1,0,1
59,59,1,8,3,0,1,1,1
8267,8267,0,8,0,1,1,1,0
3600,3600,1,8,6,0,0,1,1
442,442,0,8,4,1,1,1,0
763,763,0,9,17,1,1,1,1
3735,3735,1,8,1,1,0,1,0
7693,7693,0,7,0,1,1,0,0
4287,4287,0,6,6,0,0,0,1
5674,5674,0,7,2,1,0,0,0
1393,1393,1,7,9,0,1,0,0
6758,6758,0,9,2,1,1,0,0
6489,6489,1,9,5,1,0,1,0
128,128,0,7,4,0,1,1,0
7697,7697,1,7,0,0,1,0,0
959,959,1,8,7,0,1,1,0
4229,4229,1,6,4,1,0,0,0
291,291,1,9,4,0,1,1,0
4438,4438,0,6,6,1,0,0,0
1896,1896,1,8,3,0,0,0,0
4726,4726,1,8,7,0,1,1,0
423,423,0,7,5,1,1,0,0
7977,7977,0,8,1,0,1,1,0
1333,1333,0,7,5,0,0,1,1
7316,7316,1,9,2,0,1,0,1
6561,6561,0,8,2,1,1,0,1
3328,3328,1,6,4,1,1,0,0
4218,4218,1,7,5,0,1,0,1
3012,3012,1,6,4,1,1,1,0
642,642,1,8,17,0,1,1,1
2599,2599,0,6,3,0,0,0,1
4079,4079,0,7,3,0,1,1,0
737,737,1,7,4,0,1,1,0
954,954,2,7,13,1,0,0,1
6278,6278,0,8,6,1,1,0,0
6953,6953,1,9,3,1,0,0,0
2552,2552,1,7,4,1,0,0,0
5175,5175,1,9,5,1,1,0,0
7133,7133,0,8,1,1,1,1,0
4702,4702,0,8,3,1,0,1,0
2213,2213,1,6,4,0,1,1,1
5729,5729,1,8,5,1,1,1,0
124,124,0,8,2,0,0,0,1
4790,4790,0,6,2,1,1,0,1
1983,1983,1,7,3,1,0,0,0
4275,4275,0,7,4,1,0,1,1
4988,4988,0,6,1,0,0,1,1
5691,5691,0,7,2,0,1,0,0
1941,1941,1,7,4,1,0,1,0
1524,1524,1,8,2,0,1,1,0
1826,1826,1,8,1,0,0,1,0
7956,7956,1,8,1,1,1,0,0
5992,5992,0,7,5,1,0,1,0
6924,6924,0,9,2,0,1,0,1
3418,3418,0,6,4,0,0,0,1
1533,1533,0,8,2,1,1,1,1
782,782,0,9,9,0,1,1,0
2205,2205,1,6,2,1,1,1,0
6579,6579,1,9,1,0,0,1,1
8085,8085,0,8,0,1,1,1,0
6671,6671,0,9,0,0,0,1,0
5598,5598,1,8,5,1,0,0,0
6183,6183,0,9,5,0,0,1,0
227,227,1,7,5,1,0,1,1
417,417,1,8,5,0,0,0,0
6606,6606,1,8,3,1,1,1,1
7571,7571,0,7,2,1,1,0,0
8174,8174,1,7,0,0,1,0,0
238,238,0,6,3,1,1,1,1
3741,3741,1,6,6,1,0,0,1
6875,6875,0,9,1,1,0,1,1
1080,1080,1,8,5,0,1,1,0
2712,2712,0,6,5,1,1,0,0
3999,3999,1,6,4,0,1,1,1
4078,4078,0,8,6,0,1,1,1
2130,2130,0,6,2,1,1,0,1
71,71,1,9,3,1,1,0,1
1775,1775,1,7,4,1,1,1,1
3055,3055,0,7,5,1,1,0,1
3443,3443,1,6,3,0,0,1,0
3401,3401,1,6,2,1,1,1,0
7623,7623,1,7,1,0,1,0,0
2682,2682,1,7,5,1,0,0,0
3771,3771,1,6,4,0,0,1,0
2244,2244,1,7,3,0,1,0,1
5584,5584,0,9,2,0,0,1,0
3329,3329,1,7,3,0,0,0,0
6324,6324,1,7,3,0,1,0,0
2068,2068,0,6,3,1,1,0,1
7617,7617,1,7,1,0,1,0,0
1614,1614,0,7,2,0,0,1,0
5084,5084,1,8,3,1,1,1,0
3200,3200,0,6,2,1,1,0,1
513,513,1,9,19,0,0,1,1
137,137,1,8,4,0,0,1,1
6029,6029,1,9,6,1,1,0,0
5319,5319,0,6,2,1,0,1,0
4839,4839,1,6,4,1,1,0,1
